,well,cDNAPlate,LibraryPlateID,Tissue,PrimarySort,AnatomicalPosition,SortOrder,Well_Range,Excluded,SortDirection,Investigator,Barcode,cDNA Prep,cDNA Dilute,library prep,lib prep date,bead cleanup,BA nM,NovaSeqRun,Additional Notes
364,M23,B107829,B107829Blue,PancreasEndocrine,EndothelialStromal,,Plate 2,A1-P23,Col24,Row,Kim,BC13,Bob,Roja,Bob/Carly,,,6.2,TSPSS1Run1,
365,N23,B107829,B107829Blue,PancreasEndocrine,EndothelialStromal,,Plate 2,A1-P23,Col24,Row,Kim,BC13,Bob,Roja,Bob/Carly,,,6.2,TSPSS1Run1,
366,O23,B107829,B107829Blue,PancreasEndocrine,EndothelialStromal,,Plate 2,A1-P23,Col24,Row,Kim,BC13,Bob,Roja,Bob/Carly,,,6.2,TSPSS1Run1,
367,P23,B107829,B107829Blue,PancreasEndocrine,EndothelialStromal,,Plate 2,A1-P23,Col24,Row,Kim,BC13,Bob,Roja,Bob/Carly,,,6.2,TSPSS1Run1,
0,A1,B107919,B107919Blue,PancreasEndocrine,Immune,,Plate 3,A1-P23,Col24,Row,Kim,BC11,Bob,Roja,Bob/Carly,,,26.3,TSPSS1Run1,
1,B1,B107919,B107919Blue,PancreasEndocrine,Immune,,Plate 3,A1-P23,Col24,Row,Kim,BC11,Bob,Roja,Bob/Carly,,,26.3,TSPSS1Run1,
2,C1,B107919,B107919Blue,PancreasEndocrine,Immune,,Plate 3,A1-P23,Col24,Row,Kim,BC11,Bob,Roja,Bob/Carly,,,26.3,TSPSS1Run1,
3,D1,B107919,B107919Blue,PancreasEndocrine,Immune,,Plate 3,A1-P23,Col24,Row,Kim,BC11,Bob,Roja,Bob/Carly,,,26.3,TSPSS1Run1,
4,E1,B107919,B107919Blue,PancreasEndocrine,Immune,,Plate 3,A1-P23,Col24,Row,Kim,BC11,Bob,Roja,Bob/Carly,,,26.3,TSPSS1Run1,
5,F1,B107919,B107919Blue,PancreasEndocrine,Immune,,Plate 3,A1-P23,Col24,Row,Kim,BC11,Bob,Roja,Bob/Carly,,,26.3,TSPSS1Run1,
6,G1,B107919,B107919Blue,PancreasEndocrine,Immune,,Plate 3,A1-P23,Col24,Row,Kim,BC11,Bob,Roja,Bob/Carly,,,26.3,TSPSS1Run1,
7,H1,B107919,B107919Blue,PancreasEndocrine,Immune,,Plate 3,A1-P23,Col24,Row,Kim,BC11,Bob,Roja,Bob/Carly,,,26.3,TSPSS1Run1,
8,I1,B107919,B107919Blue,PancreasEndocrine,Immune,,Plate 3,A1-P23,Col24,Row,Kim,BC11,Bob,Roja,Bob/Carly,,,26.3,TSPSS1Run1,
9,J1,B107919,B107919Blue,PancreasEndocrine,Immune,,Plate 3,A1-P23,Col24,Row,Kim,BC11,Bob,Roja,Bob/Carly,,,26.3,TSPSS1Run1,
10,K1,B107919,B107919Blue,PancreasEndocrine,Immune,,Plate 3,A1-P23,Col24,Row,Kim,BC11,Bob,Roja,Bob/Carly,,,26.3,TSPSS1Run1,
11,L1,B107919,B107919Blue,PancreasEndocrine,Immune,,Plate 3,A1-P23,Col24,Row,Kim,BC11,Bob,Roja,Bob/Carly,,,26.3,TSPSS1Run1,
12,M1,B107919,B107919Blue,PancreasEndocrine,Immune,,Plate 3,A1-P23,Col24,Row,Kim,BC11,Bob,Roja,Bob/Carly,,,26.3,TSPSS1Run1,
13,N1,B107919,B107919Blue,PancreasEndocrine,Immune,,Plate 3,A1-P23,Col24,Row,Kim,BC11,Bob,Roja,Bob/Carly,,,26.3,TSPSS1Run1,
14,O1,B107919,B107919Blue,PancreasEndocrine,Immune,,Plate 3,A1-P23,Col24,Row,Kim,BC11,Bob,Roja,Bob/Carly,,,26.3,TSPSS1Run1,
15,P1,B107919,B107919Blue,PancreasEndocrine,Immune,,Plate 3,A1-P23,Col24,Row,Kim,BC11,Bob,Roja,Bob/Carly,,,26.3,TSPSS1Run1,
16,A2,B107919,B107919Blue,PancreasEndocrine,Immune,,Plate 3,A1-P23,Col24,Row,Kim,BC11,Bob,Roja,Bob/Carly,,,26.3,TSPSS1Run1,
17,B2,B107919,B107919Blue,PancreasEndocrine,Immune,,Plate 3,A1-P23,Col24,Row,Kim,BC11,Bob,Roja,Bob/Carly,,,26.3,TSPSS1Run1,
18,C2,B107919,B107919Blue,PancreasEndocrine,Immune,,Plate 3,A1-P23,Col24,Row,Kim,BC11,Bob,Roja,Bob/Carly,,,26.3,TSPSS1Run1,
19,D2,B107919,B107919Blue,PancreasEndocrine,Immune,,Plate 3,A1-P23,Col24,Row,Kim,BC11,Bob,Roja,Bob/Carly,,,26.3,TSPSS1Run1,
20,E2,B107919,B107919Blue,PancreasEndocrine,Immune,,Plate 3,A1-P23,Col24,Row,Kim,BC11,Bob,Roja,Bob/Carly,,,26.3,TSPSS1Run1,
21,F2,B107919,B107919Blue,PancreasEndocrine,Immune,,Plate 3,A1-P23,Col24,Row,Kim,BC11,Bob,Roja,Bob/Carly,,,26.3,TSPSS1Run1,
22,G2,B107919,B107919Blue,PancreasEndocrine,Immune,,Plate 3,A1-P23,Col24,Row,Kim,BC11,Bob,Roja,Bob/Carly,,,26.3,TSPSS1Run1,
23,H2,B107919,B107919Blue,PancreasEndocrine,Immune,,Plate 3,A1-P23,Col24,Row,Kim,BC11,Bob,Roja,Bob/Carly,,,26.3,TSPSS1Run1,
24,I2,B107919,B107919Blue,PancreasEndocrine,Immune,,Plate 3,A1-P23,Col24,Row,Kim,BC11,Bob,Roja,Bob/Carly,,,26.3,TSPSS1Run1,
25,J2,B107919,B107919Blue,PancreasEndocrine,Immune,,Plate 3,A1-P23,Col24,Row,Kim,BC11,Bob,Roja,Bob/Carly,,,26.3,TSPSS1Run1,
26,K2,B107919,B107919Blue,PancreasEndocrine,Immune,,Plate 3,A1-P23,Col24,Row,Kim,BC11,Bob,Roja,Bob/Carly,,,26.3,TSPSS1Run1,
27,L2,B107919,B107919Blue,PancreasEndocrine,Immune,,Plate 3,A1-P23,Col24,Row,Kim,BC11,Bob,Roja,Bob/Carly,,,26.3,TSPSS1Run1,
28,M2,B107919,B107919Blue,PancreasEndocrine,Immune,,Plate 3,A1-P23,Col24,Row,Kim,BC11,Bob,Roja,Bob/Carly,,,26.3,TSPSS1Run1,
29,N2,B107919,B107919Blue,PancreasEndocrine,Immune,,Plate 3,A1-P23,Col24,Row,Kim,BC11,Bob,Roja,Bob/Carly,,,26.3,TSPSS1Run1,
30,O2,B107919,B107919Blue,PancreasEndocrine,Immune,,Plate 3,A1-P23,Col24,Row,Kim,BC11,Bob,Roja,Bob/Carly,,,26.3,TSPSS1Run1,
31,P2,B107919,B107919Blue,PancreasEndocrine,Immune,,Plate 3,A1-P23,Col24,Row,Kim,BC11,Bob,Roja,Bob/Carly,,,26.3,TSPSS1Run1,
32,A3,B107919,B107919Blue,PancreasEndocrine,Immune,,Plate 3,A1-P23,Col24,Row,Kim,BC11,Bob,Roja,Bob/Carly,,,26.3,TSPSS1Run1,
33,B3,B107919,B107919Blue,PancreasEndocrine,Immune,,Plate 3,A1-P23,Col24,Row,Kim,BC11,Bob,Roja,Bob/Carly,,,26.3,TSPSS1Run1,
34,C3,B107919,B107919Blue,PancreasEndocrine,Immune,,Plate 3,A1-P23,Col24,Row,Kim,BC11,Bob,Roja,Bob/Carly,,,26.3,TSPSS1Run1,
35,D3,B107919,B107919Blue,PancreasEndocrine,Immune,,Plate 3,A1-P23,Col24,Row,Kim,BC11,Bob,Roja,Bob/Carly,,,26.3,TSPSS1Run1,
36,E3,B107919,B107919Blue,PancreasEndocrine,Immune,,Plate 3,A1-P23,Col24,Row,Kim,BC11,Bob,Roja,Bob/Carly,,,26.3,TSPSS1Run1,
37,F3,B107919,B107919Blue,PancreasEndocrine,Immune,,Plate 3,A1-P23,Col24,Row,Kim,BC11,Bob,Roja,Bob/Carly,,,26.3,TSPSS1Run1,
38,G3,B107919,B107919Blue,PancreasEndocrine,Immune,,Plate 3,A1-P23,Col24,Row,Kim,BC11,Bob,Roja,Bob/Carly,,,26.3,TSPSS1Run1,
39,H3,B107919,B107919Blue,PancreasEndocrine,Immune,,Plate 3,A1-P23,Col24,Row,Kim,BC11,Bob,Roja,Bob/Carly,,,26.3,TSPSS1Run1,
40,I3,B107919,B107919Blue,PancreasEndocrine,Immune,,Plate 3,A1-P23,Col24,Row,Kim,BC11,Bob,Roja,Bob/Carly,,,26.3,TSPSS1Run1,
41,J3,B107919,B107919Blue,PancreasEndocrine,Immune,,Plate 3,A1-P23,Col24,Row,Kim,BC11,Bob,Roja,Bob/Carly,,,26.3,TSPSS1Run1,
42,K3,B107919,B107919Blue,PancreasEndocrine,Immune,,Plate 3,A1-P23,Col24,Row,Kim,BC11,Bob,Roja,Bob/Carly,,,26.3,TSPSS1Run1,
43,L3,B107919,B107919Blue,PancreasEndocrine,Immune,,Plate 3,A1-P23,Col24,Row,Kim,BC11,Bob,Roja,Bob/Carly,,,26.3,TSPSS1Run1,
44,M3,B107919,B107919Blue,PancreasEndocrine,Immune,,Plate 3,A1-P23,Col24,Row,Kim,BC11,Bob,Roja,Bob/Carly,,,26.3,TSPSS1Run1,
45,N3,B107919,B107919Blue,PancreasEndocrine,Immune,,Plate 3,A1-P23,Col24,Row,Kim,BC11,Bob,Roja,Bob/Carly,,,26.3,TSPSS1Run1,
46,O3,B107919,B107919Blue,PancreasEndocrine,Immune,,Plate 3,A1-P23,Col24,Row,Kim,BC11,Bob,Roja,Bob/Carly,,,26.3,TSPSS1Run1,
47,P3,B107919,B107919Blue,PancreasEndocrine,Immune,,Plate 3,A1-P23,Col24,Row,Kim,BC11,Bob,Roja,Bob/Carly,,,26.3,TSPSS1Run1,
48,A4,B107919,B107919Blue,PancreasEndocrine,Immune,,Plate 3,A1-P23,Col24,Row,Kim,BC11,Bob,Roja,Bob/Carly,,,26.3,TSPSS1Run1,
49,B4,B107919,B107919Blue,PancreasEndocrine,Immune,,Plate 3,A1-P23,Col24,Row,Kim,BC11,Bob,Roja,Bob/Carly,,,26.3,TSPSS1Run1,
50,C4,B107919,B107919Blue,PancreasEndocrine,Immune,,Plate 3,A1-P23,Col24,Row,Kim,BC11,Bob,Roja,Bob/Carly,,,26.3,TSPSS1Run1,
51,D4,B107919,B107919Blue,PancreasEndocrine,Immune,,Plate 3,A1-P23,Col24,Row,Kim,BC11,Bob,Roja,Bob/Carly,,,26.3,TSPSS1Run1,
52,E4,B107919,B107919Blue,PancreasEndocrine,Immune,,Plate 3,A1-P23,Col24,Row,Kim,BC11,Bob,Roja,Bob/Carly,,,26.3,TSPSS1Run1,
53,F4,B107919,B107919Blue,PancreasEndocrine,Immune,,Plate 3,A1-P23,Col24,Row,Kim,BC11,Bob,Roja,Bob/Carly,,,26.3,TSPSS1Run1,
54,G4,B107919,B107919Blue,PancreasEndocrine,Immune,,Plate 3,A1-P23,Col24,Row,Kim,BC11,Bob,Roja,Bob/Carly,,,26.3,TSPSS1Run1,
55,H4,B107919,B107919Blue,PancreasEndocrine,Immune,,Plate 3,A1-P23,Col24,Row,Kim,BC11,Bob,Roja,Bob/Carly,,,26.3,TSPSS1Run1,
56,I4,B107919,B107919Blue,PancreasEndocrine,Immune,,Plate 3,A1-P23,Col24,Row,Kim,BC11,Bob,Roja,Bob/Carly,,,26.3,TSPSS1Run1,
57,J4,B107919,B107919Blue,PancreasEndocrine,Immune,,Plate 3,A1-P23,Col24,Row,Kim,BC11,Bob,Roja,Bob/Carly,,,26.3,TSPSS1Run1,
58,K4,B107919,B107919Blue,PancreasEndocrine,Immune,,Plate 3,A1-P23,Col24,Row,Kim,BC11,Bob,Roja,Bob/Carly,,,26.3,TSPSS1Run1,
59,L4,B107919,B107919Blue,PancreasEndocrine,Immune,,Plate 3,A1-P23,Col24,Row,Kim,BC11,Bob,Roja,Bob/Carly,,,26.3,TSPSS1Run1,
60,M4,B107919,B107919Blue,PancreasEndocrine,Immune,,Plate 3,A1-P23,Col24,Row,Kim,BC11,Bob,Roja,Bob/Carly,,,26.3,TSPSS1Run1,
61,N4,B107919,B107919Blue,PancreasEndocrine,Immune,,Plate 3,A1-P23,Col24,Row,Kim,BC11,Bob,Roja,Bob/Carly,,,26.3,TSPSS1Run1,
62,O4,B107919,B107919Blue,PancreasEndocrine,Immune,,Plate 3,A1-P23,Col24,Row,Kim,BC11,Bob,Roja,Bob/Carly,,,26.3,TSPSS1Run1,
63,P4,B107919,B107919Blue,PancreasEndocrine,Immune,,Plate 3,A1-P23,Col24,Row,Kim,BC11,Bob,Roja,Bob/Carly,,,26.3,TSPSS1Run1,
64,A5,B107919,B107919Blue,PancreasEndocrine,Immune,,Plate 3,A1-P23,Col24,Row,Kim,BC11,Bob,Roja,Bob/Carly,,,26.3,TSPSS1Run1,
65,B5,B107919,B107919Blue,PancreasEndocrine,Immune,,Plate 3,A1-P23,Col24,Row,Kim,BC11,Bob,Roja,Bob/Carly,,,26.3,TSPSS1Run1,
66,C5,B107919,B107919Blue,PancreasEndocrine,Immune,,Plate 3,A1-P23,Col24,Row,Kim,BC11,Bob,Roja,Bob/Carly,,,26.3,TSPSS1Run1,
67,D5,B107919,B107919Blue,PancreasEndocrine,Immune,,Plate 3,A1-P23,Col24,Row,Kim,BC11,Bob,Roja,Bob/Carly,,,26.3,TSPSS1Run1,
68,E5,B107919,B107919Blue,PancreasEndocrine,Immune,,Plate 3,A1-P23,Col24,Row,Kim,BC11,Bob,Roja,Bob/Carly,,,26.3,TSPSS1Run1,
69,F5,B107919,B107919Blue,PancreasEndocrine,Immune,,Plate 3,A1-P23,Col24,Row,Kim,BC11,Bob,Roja,Bob/Carly,,,26.3,TSPSS1Run1,
70,G5,B107919,B107919Blue,PancreasEndocrine,Immune,,Plate 3,A1-P23,Col24,Row,Kim,BC11,Bob,Roja,Bob/Carly,,,26.3,TSPSS1Run1,
71,H5,B107919,B107919Blue,PancreasEndocrine,Immune,,Plate 3,A1-P23,Col24,Row,Kim,BC11,Bob,Roja,Bob/Carly,,,26.3,TSPSS1Run1,
72,I5,B107919,B107919Blue,PancreasEndocrine,Immune,,Plate 3,A1-P23,Col24,Row,Kim,BC11,Bob,Roja,Bob/Carly,,,26.3,TSPSS1Run1,
73,J5,B107919,B107919Blue,PancreasEndocrine,Immune,,Plate 3,A1-P23,Col24,Row,Kim,BC11,Bob,Roja,Bob/Carly,,,26.3,TSPSS1Run1,
74,K5,B107919,B107919Blue,PancreasEndocrine,Immune,,Plate 3,A1-P23,Col24,Row,Kim,BC11,Bob,Roja,Bob/Carly,,,26.3,TSPSS1Run1,
75,L5,B107919,B107919Blue,PancreasEndocrine,Immune,,Plate 3,A1-P23,Col24,Row,Kim,BC11,Bob,Roja,Bob/Carly,,,26.3,TSPSS1Run1,
76,M5,B107919,B107919Blue,PancreasEndocrine,Immune,,Plate 3,A1-P23,Col24,Row,Kim,BC11,Bob,Roja,Bob/Carly,,,26.3,TSPSS1Run1,
77,N5,B107919,B107919Blue,PancreasEndocrine,Immune,,Plate 3,A1-P23,Col24,Row,Kim,BC11,Bob,Roja,Bob/Carly,,,26.3,TSPSS1Run1,
78,O5,B107919,B107919Blue,PancreasEndocrine,Immune,,Plate 3,A1-P23,Col24,Row,Kim,BC11,Bob,Roja,Bob/Carly,,,26.3,TSPSS1Run1,
79,P5,B107919,B107919Blue,PancreasEndocrine,Immune,,Plate 3,A1-P23,Col24,Row,Kim,BC11,Bob,Roja,Bob/Carly,,,26.3,TSPSS1Run1,
80,A6,B107919,B107919Blue,PancreasEndocrine,Immune,,Plate 3,A1-P23,Col24,Row,Kim,BC11,Bob,Roja,Bob/Carly,,,26.3,TSPSS1Run1,
81,B6,B107919,B107919Blue,PancreasEndocrine,Immune,,Plate 3,A1-P23,Col24,Row,Kim,BC11,Bob,Roja,Bob/Carly,,,26.3,TSPSS1Run1,
82,C6,B107919,B107919Blue,PancreasEndocrine,Immune,,Plate 3,A1-P23,Col24,Row,Kim,BC11,Bob,Roja,Bob/Carly,,,26.3,TSPSS1Run1,
83,D6,B107919,B107919Blue,PancreasEndocrine,Immune,,Plate 3,A1-P23,Col24,Row,Kim,BC11,Bob,Roja,Bob/Carly,,,26.3,TSPSS1Run1,
84,E6,B107919,B107919Blue,PancreasEndocrine,Immune,,Plate 3,A1-P23,Col24,Row,Kim,BC11,Bob,Roja,Bob/Carly,,,26.3,TSPSS1Run1,
85,F6,B107919,B107919Blue,PancreasEndocrine,Immune,,Plate 3,A1-P23,Col24,Row,Kim,BC11,Bob,Roja,Bob/Carly,,,26.3,TSPSS1Run1,
86,G6,B107919,B107919Blue,PancreasEndocrine,Immune,,Plate 3,A1-P23,Col24,Row,Kim,BC11,Bob,Roja,Bob/Carly,,,26.3,TSPSS1Run1,
87,H6,B107919,B107919Blue,PancreasEndocrine,Immune,,Plate 3,A1-P23,Col24,Row,Kim,BC11,Bob,Roja,Bob/Carly,,,26.3,TSPSS1Run1,
88,I6,B107919,B107919Blue,PancreasEndocrine,Immune,,Plate 3,A1-P23,Col24,Row,Kim,BC11,Bob,Roja,Bob/Carly,,,26.3,TSPSS1Run1,
89,J6,B107919,B107919Blue,PancreasEndocrine,Immune,,Plate 3,A1-P23,Col24,Row,Kim,BC11,Bob,Roja,Bob/Carly,,,26.3,TSPSS1Run1,
90,K6,B107919,B107919Blue,PancreasEndocrine,Immune,,Plate 3,A1-P23,Col24,Row,Kim,BC11,Bob,Roja,Bob/Carly,,,26.3,TSPSS1Run1,
91,L6,B107919,B107919Blue,PancreasEndocrine,Immune,,Plate 3,A1-P23,Col24,Row,Kim,BC11,Bob,Roja,Bob/Carly,,,26.3,TSPSS1Run1,
92,M6,B107919,B107919Blue,PancreasEndocrine,Immune,,Plate 3,A1-P23,Col24,Row,Kim,BC11,Bob,Roja,Bob/Carly,,,26.3,TSPSS1Run1,
93,N6,B107919,B107919Blue,PancreasEndocrine,Immune,,Plate 3,A1-P23,Col24,Row,Kim,BC11,Bob,Roja,Bob/Carly,,,26.3,TSPSS1Run1,
94,O6,B107919,B107919Blue,PancreasEndocrine,Immune,,Plate 3,A1-P23,Col24,Row,Kim,BC11,Bob,Roja,Bob/Carly,,,26.3,TSPSS1Run1,
95,P6,B107919,B107919Blue,PancreasEndocrine,Immune,,Plate 3,A1-P23,Col24,Row,Kim,BC11,Bob,Roja,Bob/Carly,,,26.3,TSPSS1Run1,
96,A7,B107919,B107919Blue,PancreasEndocrine,Immune,,Plate 3,A1-P23,Col24,Row,Kim,BC11,Bob,Roja,Bob/Carly,,,26.3,TSPSS1Run1,
97,B7,B107919,B107919Blue,PancreasEndocrine,Immune,,Plate 3,A1-P23,Col24,Row,Kim,BC11,Bob,Roja,Bob/Carly,,,26.3,TSPSS1Run1,
98,C7,B107919,B107919Blue,PancreasEndocrine,Immune,,Plate 3,A1-P23,Col24,Row,Kim,BC11,Bob,Roja,Bob/Carly,,,26.3,TSPSS1Run1,
99,D7,B107919,B107919Blue,PancreasEndocrine,Immune,,Plate 3,A1-P23,Col24,Row,Kim,BC11,Bob,Roja,Bob/Carly,,,26.3,TSPSS1Run1,
100,E7,B107919,B107919Blue,PancreasEndocrine,Immune,,Plate 3,A1-P23,Col24,Row,Kim,BC11,Bob,Roja,Bob/Carly,,,26.3,TSPSS1Run1,
101,F7,B107919,B107919Blue,PancreasEndocrine,Immune,,Plate 3,A1-P23,Col24,Row,Kim,BC11,Bob,Roja,Bob/Carly,,,26.3,TSPSS1Run1,
102,G7,B107919,B107919Blue,PancreasEndocrine,Immune,,Plate 3,A1-P23,Col24,Row,Kim,BC11,Bob,Roja,Bob/Carly,,,26.3,TSPSS1Run1,
103,H7,B107919,B107919Blue,PancreasEndocrine,Immune,,Plate 3,A1-P23,Col24,Row,Kim,BC11,Bob,Roja,Bob/Carly,,,26.3,TSPSS1Run1,
104,I7,B107919,B107919Blue,PancreasEndocrine,Immune,,Plate 3,A1-P23,Col24,Row,Kim,BC11,Bob,Roja,Bob/Carly,,,26.3,TSPSS1Run1,
105,J7,B107919,B107919Blue,PancreasEndocrine,Immune,,Plate 3,A1-P23,Col24,Row,Kim,BC11,Bob,Roja,Bob/Carly,,,26.3,TSPSS1Run1,
106,K7,B107919,B107919Blue,PancreasEndocrine,Immune,,Plate 3,A1-P23,Col24,Row,Kim,BC11,Bob,Roja,Bob/Carly,,,26.3,TSPSS1Run1,
107,L7,B107919,B107919Blue,PancreasEndocrine,Immune,,Plate 3,A1-P23,Col24,Row,Kim,BC11,Bob,Roja,Bob/Carly,,,26.3,TSPSS1Run1,
108,M7,B107919,B107919Blue,PancreasEndocrine,Immune,,Plate 3,A1-P23,Col24,Row,Kim,BC11,Bob,Roja,Bob/Carly,,,26.3,TSPSS1Run1,
109,N7,B107919,B107919Blue,PancreasEndocrine,Immune,,Plate 3,A1-P23,Col24,Row,Kim,BC11,Bob,Roja,Bob/Carly,,,26.3,TSPSS1Run1,
110,O7,B107919,B107919Blue,PancreasEndocrine,Immune,,Plate 3,A1-P23,Col24,Row,Kim,BC11,Bob,Roja,Bob/Carly,,,26.3,TSPSS1Run1,
111,P7,B107919,B107919Blue,PancreasEndocrine,Immune,,Plate 3,A1-P23,Col24,Row,Kim,BC11,Bob,Roja,Bob/Carly,,,26.3,TSPSS1Run1,
112,A8,B107919,B107919Blue,PancreasEndocrine,Immune,,Plate 3,A1-P23,Col24,Row,Kim,BC11,Bob,Roja,Bob/Carly,,,26.3,TSPSS1Run1,
113,B8,B107919,B107919Blue,PancreasEndocrine,Immune,,Plate 3,A1-P23,Col24,Row,Kim,BC11,Bob,Roja,Bob/Carly,,,26.3,TSPSS1Run1,
114,C8,B107919,B107919Blue,PancreasEndocrine,Immune,,Plate 3,A1-P23,Col24,Row,Kim,BC11,Bob,Roja,Bob/Carly,,,26.3,TSPSS1Run1,
115,D8,B107919,B107919Blue,PancreasEndocrine,Immune,,Plate 3,A1-P23,Col24,Row,Kim,BC11,Bob,Roja,Bob/Carly,,,26.3,TSPSS1Run1,
116,E8,B107919,B107919Blue,PancreasEndocrine,Immune,,Plate 3,A1-P23,Col24,Row,Kim,BC11,Bob,Roja,Bob/Carly,,,26.3,TSPSS1Run1,
117,F8,B107919,B107919Blue,PancreasEndocrine,Immune,,Plate 3,A1-P23,Col24,Row,Kim,BC11,Bob,Roja,Bob/Carly,,,26.3,TSPSS1Run1,
118,G8,B107919,B107919Blue,PancreasEndocrine,Immune,,Plate 3,A1-P23,Col24,Row,Kim,BC11,Bob,Roja,Bob/Carly,,,26.3,TSPSS1Run1,
119,H8,B107919,B107919Blue,PancreasEndocrine,Immune,,Plate 3,A1-P23,Col24,Row,Kim,BC11,Bob,Roja,Bob/Carly,,,26.3,TSPSS1Run1,
120,I8,B107919,B107919Blue,PancreasEndocrine,Immune,,Plate 3,A1-P23,Col24,Row,Kim,BC11,Bob,Roja,Bob/Carly,,,26.3,TSPSS1Run1,
121,J8,B107919,B107919Blue,PancreasEndocrine,Immune,,Plate 3,A1-P23,Col24,Row,Kim,BC11,Bob,Roja,Bob/Carly,,,26.3,TSPSS1Run1,
122,K8,B107919,B107919Blue,PancreasEndocrine,Immune,,Plate 3,A1-P23,Col24,Row,Kim,BC11,Bob,Roja,Bob/Carly,,,26.3,TSPSS1Run1,
123,L8,B107919,B107919Blue,PancreasEndocrine,Immune,,Plate 3,A1-P23,Col24,Row,Kim,BC11,Bob,Roja,Bob/Carly,,,26.3,TSPSS1Run1,
124,M8,B107919,B107919Blue,PancreasEndocrine,Immune,,Plate 3,A1-P23,Col24,Row,Kim,BC11,Bob,Roja,Bob/Carly,,,26.3,TSPSS1Run1,
125,N8,B107919,B107919Blue,PancreasEndocrine,Immune,,Plate 3,A1-P23,Col24,Row,Kim,BC11,Bob,Roja,Bob/Carly,,,26.3,TSPSS1Run1,
126,O8,B107919,B107919Blue,PancreasEndocrine,Immune,,Plate 3,A1-P23,Col24,Row,Kim,BC11,Bob,Roja,Bob/Carly,,,26.3,TSPSS1Run1,
127,P8,B107919,B107919Blue,PancreasEndocrine,Immune,,Plate 3,A1-P23,Col24,Row,Kim,BC11,Bob,Roja,Bob/Carly,,,26.3,TSPSS1Run1,
128,A9,B107919,B107919Blue,PancreasEndocrine,Immune,,Plate 3,A1-P23,Col24,Row,Kim,BC11,Bob,Roja,Bob/Carly,,,26.3,TSPSS1Run1,
129,B9,B107919,B107919Blue,PancreasEndocrine,Immune,,Plate 3,A1-P23,Col24,Row,Kim,BC11,Bob,Roja,Bob/Carly,,,26.3,TSPSS1Run1,
130,C9,B107919,B107919Blue,PancreasEndocrine,Immune,,Plate 3,A1-P23,Col24,Row,Kim,BC11,Bob,Roja,Bob/Carly,,,26.3,TSPSS1Run1,
131,D9,B107919,B107919Blue,PancreasEndocrine,Immune,,Plate 3,A1-P23,Col24,Row,Kim,BC11,Bob,Roja,Bob/Carly,,,26.3,TSPSS1Run1,
132,E9,B107919,B107919Blue,PancreasEndocrine,Immune,,Plate 3,A1-P23,Col24,Row,Kim,BC11,Bob,Roja,Bob/Carly,,,26.3,TSPSS1Run1,
133,F9,B107919,B107919Blue,PancreasEndocrine,Immune,,Plate 3,A1-P23,Col24,Row,Kim,BC11,Bob,Roja,Bob/Carly,,,26.3,TSPSS1Run1,
134,G9,B107919,B107919Blue,PancreasEndocrine,Immune,,Plate 3,A1-P23,Col24,Row,Kim,BC11,Bob,Roja,Bob/Carly,,,26.3,TSPSS1Run1,
135,H9,B107919,B107919Blue,PancreasEndocrine,Immune,,Plate 3,A1-P23,Col24,Row,Kim,BC11,Bob,Roja,Bob/Carly,,,26.3,TSPSS1Run1,
136,I9,B107919,B107919Blue,PancreasEndocrine,Immune,,Plate 3,A1-P23,Col24,Row,Kim,BC11,Bob,Roja,Bob/Carly,,,26.3,TSPSS1Run1,
137,J9,B107919,B107919Blue,PancreasEndocrine,Immune,,Plate 3,A1-P23,Col24,Row,Kim,BC11,Bob,Roja,Bob/Carly,,,26.3,TSPSS1Run1,
138,K9,B107919,B107919Blue,PancreasEndocrine,Immune,,Plate 3,A1-P23,Col24,Row,Kim,BC11,Bob,Roja,Bob/Carly,,,26.3,TSPSS1Run1,
139,L9,B107919,B107919Blue,PancreasEndocrine,Immune,,Plate 3,A1-P23,Col24,Row,Kim,BC11,Bob,Roja,Bob/Carly,,,26.3,TSPSS1Run1,
140,M9,B107919,B107919Blue,PancreasEndocrine,Immune,,Plate 3,A1-P23,Col24,Row,Kim,BC11,Bob,Roja,Bob/Carly,,,26.3,TSPSS1Run1,
141,N9,B107919,B107919Blue,PancreasEndocrine,Immune,,Plate 3,A1-P23,Col24,Row,Kim,BC11,Bob,Roja,Bob/Carly,,,26.3,TSPSS1Run1,
142,O9,B107919,B107919Blue,PancreasEndocrine,Immune,,Plate 3,A1-P23,Col24,Row,Kim,BC11,Bob,Roja,Bob/Carly,,,26.3,TSPSS1Run1,
143,P9,B107919,B107919Blue,PancreasEndocrine,Immune,,Plate 3,A1-P23,Col24,Row,Kim,BC11,Bob,Roja,Bob/Carly,,,26.3,TSPSS1Run1,
144,A10,B107919,B107919Blue,PancreasEndocrine,Immune,,Plate 3,A1-P23,Col24,Row,Kim,BC11,Bob,Roja,Bob/Carly,,,26.3,TSPSS1Run1,
145,B10,B107919,B107919Blue,PancreasEndocrine,Immune,,Plate 3,A1-P23,Col24,Row,Kim,BC11,Bob,Roja,Bob/Carly,,,26.3,TSPSS1Run1,
146,C10,B107919,B107919Blue,PancreasEndocrine,Immune,,Plate 3,A1-P23,Col24,Row,Kim,BC11,Bob,Roja,Bob/Carly,,,26.3,TSPSS1Run1,
147,D10,B107919,B107919Blue,PancreasEndocrine,Immune,,Plate 3,A1-P23,Col24,Row,Kim,BC11,Bob,Roja,Bob/Carly,,,26.3,TSPSS1Run1,
